Associated User,Machine Name,Delivery Group,Session Start Time,Session End Time,Session Duration (hr:min)
estewart7,ADCF\FACAD3PDECX07P,SAS,11/17/2017 7:04:57 AM,11/17/2017 4:25:01 PM,9:20
yshen,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 1:13:07 PM,11/14/2017 4:42:51 PM,3:29
Gregory.Erickson.ctr,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 3:30:58 PM,11/16/2017 3:42:57 PM,0:11
jwei22,ADCF\FACAD3PDECX07P,SAS,11/16/2017 7:22:31 AM,11/16/2017 8:44:45 AM,1:22
mbacolod0,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 10:42:41 AM,11/14/2017 1:10:31 PM,2:27
jmurguia1,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 1:50:45 PM,11/14/2017 2:00:17 PM,0:9
supgde,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 9:56:16 AM,11/16/2017 9:57:51 AM,0:1
tng9,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 8:52:42 AM,11/16/2017 11:49:58 AM,2:57
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,11/14/2017 10:56:45 AM,11/14/2017 2:32:24 PM,3:35
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 9:14:57 AM,11/16/2017 9:38:23 AM,0:23
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 7:56:52 AM,11/14/2017 4:30:51 PM,8:33
rschrag,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 8:52:45 AM,11/21/2017 12:27:22 PM,3:34
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 9:02:20 AM,11/16/2017 10:53:23 AM,1:51
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/21/2017 7:50:17 AM,Running,4:59
dpercich0,ADCF\FACAD3PDECX07P,SAS,11/15/2017 4:14:37 AM,11/15/2017 6:51:54 AM,2:37
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 8:55:13 AM,11/16/2017 3:14:26 PM,6:19
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 10:05:40 AM,11/15/2017 1:57:59 PM,3:52
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/17/2017 10:54:45 AM,11/17/2017 12:01:15 PM,1:6
acondon2,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 9:07:23 AM,Running,3:42
sschwab2,ADCF\FACAD3PDECX07P,SAS,11/20/2017 6:22:33 PM,11/21/2017 5:20:22 AM,10:57
dpercich0,ADCF\FACAD3PDECX07P,SAS,11/20/2017 4:26:58 AM,11/20/2017 4:48:01 AM,0:21
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,11/17/2017 12:40:54 PM,11/17/2017 3:09:16 PM,2:28
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 11:17:35 AM,11/15/2017 3:13:21 PM,3:55
estewart7,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 7:02:32 AM,11/20/2017 4:16:48 PM,9:14
yshen,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 10:46:13 AM,11/17/2017 11:57:17 AM,1:11
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/20/2017 8:46:15 AM,11/20/2017 11:24:13 AM,2:37
acondon2,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 1:59:56 PM,11/14/2017 4:40:00 PM,2:40
kszeto0,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 4:44:19 PM,11/16/2017 6:06:08 PM,1:21
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/15/2017 9:36:22 AM,11/15/2017 10:58:50 AM,1:22
Gregory.Erickson.ctr,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 3:41:14 PM,11/16/2017 3:44:47 PM,0:3
dpercich0,ADCF\FACAD3PDECX07P,SAS,11/17/2017 9:39:54 AM,11/17/2017 11:12:12 AM,1:32
supgde,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 1:08:43 PM,11/16/2017 1:12:44 PM,0:4
supgde,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 2:39:23 PM,11/16/2017 3:31:45 PM,0:52
dpercich0,ADCF\FACAD3PDECX07P,SAS,11/17/2017 6:42:32 AM,11/17/2017 7:18:37 AM,0:36
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 9:14:43 AM,11/14/2017 2:41:14 PM,5:26
supgde,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 3:39:35 PM,11/16/2017 3:43:19 PM,0:3
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 7:48:49 AM,Running,5:0
supgde,ADCF\FACAD3PDECX09P,SAS RFL,11/16/2017 3:25:46 PM,11/16/2017 3:40:42 PM,0:14
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 7:44:29 AM,11/17/2017 11:48:35 AM,4:4
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,11/20/2017 11:17:34 AM,11/20/2017 2:53:17 PM,3:35
fhuante2,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 9:39:52 AM,11/14/2017 3:32:47 PM,5:52
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 9:02:07 AM,11/20/2017 5:19:38 PM,8:17
tho3,ADCF\FACAD3PDECX07P,SAS,11/16/2017 4:40:36 PM,11/16/2017 6:12:43 PM,1:32
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/15/2017 10:39:57 AM,11/15/2017 12:02:40 PM,1:22
ihwang2,ADCF\FACAD3PDECX06P,UNIV_SAS,11/14/2017 11:08:45 AM,11/14/2017 2:21:30 PM,3:12
zpeters2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 7:50:02 AM,11/16/2017 11:18:13 AM,3:28
michael.j.ready4.ctr,ADCF\FACAD3PDECX06P,UNIV_SAS,11/14/2017 3:35:36 PM,11/15/2017 2:20:22 PM,22:44
vbaker2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 2:15:01 PM,11/17/2017 4:16:03 PM,2:1
supgde,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 3:27:06 PM,11/16/2017 3:40:49 PM,0:13
supgde,ADCF\FACAD3PDECX07P,SAS,11/16/2017 1:09:25 PM,11/16/2017 1:12:53 PM,0:3
jfisher11,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 7:51:33 AM,Running,4:58
mnihill0,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 9:30:27 AM,11/20/2017 7:36:50 PM,10:6
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/14/2017 10:49:32 AM,11/14/2017 1:03:20 PM,2:13
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/15/2017 12:19:14 PM,11/15/2017 4:50:34 PM,4:31
jwei22,ADCF\FACAD3PDECX07P,SAS,11/17/2017 10:35:09 AM,11/17/2017 2:12:53 PM,3:37
estewart7,ADCF\FACAD3PDECX07P,SAS,11/14/2017 8:47:09 AM,11/14/2017 6:15:07 PM,9:27
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 11:44:13 AM,11/20/2017 6:28:39 PM,6:44
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/20/2017 6:47:56 AM,11/20/2017 6:52:05 AM,0:4
kszeto0,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 9:05:23 AM,11/14/2017 4:50:59 PM,7:45
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 1:15:45 PM,11/16/2017 1:43:32 PM,0:27
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 12:06:49 PM,11/16/2017 1:10:06 PM,1:3
supgde,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 1:08:24 PM,11/16/2017 1:12:19 PM,0:3
jshingleton0,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 1:37:21 PM,11/17/2017 3:13:30 PM,1:36
alathrop0,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 12:38:50 PM,11/16/2017 1:10:20 PM,0:31
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 9:09:46 PM,11/20/2017 10:47:16 PM,1:37
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,11/20/2017 7:35:41 AM,11/21/2017 3:23:54 AM,19:48
ksmith67,ADCF\FACAD3PDECX05P,Analysts,11/13/2017 8:37:07 AM,11/14/2017 4:14:59 PM,31:37
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,11/14/2017 7:36:42 AM,11/15/2017 7:03:07 AM,23:26
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 9:01:32 AM,11/21/2017 12:48:15 PM,3:46
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 5:32:50 PM,11/20/2017 5:00:08 AM,59:27
kmartin22,ADCF\FACAD3PDECX07P,SAS,11/14/2017 9:43:39 AM,11/14/2017 2:07:01 PM,4:23
jmurguia1,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 4:45:58 PM,11/14/2017 4:51:42 PM,0:5
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/17/2017 7:53:47 AM,11/17/2017 4:32:24 PM,8:38
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/15/2017 3:42:15 PM,11/16/2017 7:03:20 AM,15:21
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/15/2017 8:06:58 AM,11/15/2017 2:18:25 PM,6:11
supgde,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 2:39:37 PM,11/16/2017 2:45:13 PM,0:5
atrexler0,ADCF\FACAD3PDECX07P,SAS,11/17/2017 5:31:43 AM,11/17/2017 8:15:30 AM,2:43
cmcnary0,ADCF\FACAD3PDECX07P,SAS,11/20/2017 10:32:16 AM,11/21/2017 4:42:49 AM,18:10
alathrop0,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 3:44:54 PM,11/16/2017 6:39:10 PM,2:54
zpeters2,ADCF\FACAD3PDECX07P,SAS,11/14/2017 11:44:38 AM,11/14/2017 1:15:38 PM,1:30
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,11/20/2017 6:17:03 AM,11/20/2017 11:14:36 AM,4:57
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 9:11:47 AM,11/20/2017 2:32:41 PM,5:20
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/14/2017 8:16:53 AM,11/14/2017 4:32:40 PM,8:15
estewart7,ADCF\FACAD3PDECX07P,SAS,11/20/2017 7:01:45 AM,11/20/2017 4:27:37 PM,9:25
abhasker2,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 7:49:33 AM,11/16/2017 3:08:26 PM,7:18
estewart7,ADCF\FACAD3PDECX07P,SAS,11/16/2017 7:01:41 AM,11/16/2017 3:25:56 PM,8:24
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 7:40:26 AM,11/15/2017 4:16:44 PM,8:36
kszeto0,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 2:43:42 PM,11/17/2017 4:54:12 PM,2:10
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 8:38:53 AM,11/20/2017 4:48:47 PM,8:9
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/17/2017 8:59:02 AM,11/17/2017 10:01:30 AM,1:2
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 5:28:19 AM,11/20/2017 3:48:24 PM,10:20
mbacolod0,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 2:58:29 PM,11/15/2017 3:57:03 PM,0:58
Gregory.Erickson.ctr,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 3:36:54 PM,11/16/2017 3:43:07 PM,0:6
fhuante2,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 1:40:34 PM,11/20/2017 4:19:14 PM,2:38
kmartin22,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 6:59:40 AM,11/20/2017 9:08:31 AM,2:8
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 10:23:17 AM,11/17/2017 10:38:21 AM,0:15
supgde,ADCF\FACAD3PDECX07P,SAS,11/16/2017 1:14:43 PM,11/16/2017 1:26:35 PM,0:11
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/14/2017 7:58:32 AM,11/14/2017 4:30:50 PM,8:32
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 5:03:55 AM,11/16/2017 3:02:18 PM,33:58
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/19/2017 5:19:05 PM,11/19/2017 11:09:36 PM,5:50
jbergevin,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 8:41:55 AM,11/21/2017 8:54:23 AM,0:12
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 10:40:41 AM,11/17/2017 2:47:08 PM,4:6
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/16/2017 8:22:31 AM,11/16/2017 2:44:56 PM,6:22
fhuante2,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 10:30:34 AM,11/21/2017 11:34:32 AM,1:3
kmartin22,ADCF\FACAD3PDECX07P,SAS,11/17/2017 6:52:24 AM,11/17/2017 11:45:28 AM,4:53
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 11:53:30 AM,11/16/2017 3:01:48 PM,3:8
atrexler0,ADCF\FACAD3PDECX07P,SAS,11/16/2017 7:05:18 AM,11/16/2017 1:32:15 PM,6:26
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/20/2017 6:58:47 AM,11/20/2017 8:05:38 AM,1:6
kszeto0,ADCF\FACAD3PDECX07P,SAS,11/16/2017 2:46:29 PM,11/16/2017 3:12:11 PM,0:25
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 6:17:41 AM,11/17/2017 6:23:38 AM,0:5
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 8:43:37 AM,11/20/2017 4:07:02 PM,7:23
myi12,ADCF\FACAD3PDECX07P,SAS,11/20/2017 8:10:02 AM,11/20/2017 11:01:00 AM,2:50
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 10:39:24 AM,11/17/2017 4:11:20 PM,5:31
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 9:46:43 AM,11/14/2017 4:56:36 PM,7:9
asmith96,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 11:37:51 AM,11/14/2017 1:02:09 PM,1:24
jtolins0,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 1:40:02 PM,11/14/2017 3:04:27 PM,1:24
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/21/2017 10:42:38 AM,Running,2:7
pwolf4,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 11:47:07 AM,Running,1:2
kevin.mason,ADCF\FACAD3PDECX07P,SAS,11/15/2017 8:50:21 AM,11/15/2017 9:06:11 AM,0:15
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 7:52:31 AM,11/17/2017 4:31:52 PM,8:39
paliaga0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/15/2017 9:13:27 AM,11/15/2017 9:20:07 AM,0:6
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/15/2017 7:07:08 AM,11/15/2017 8:08:44 AM,1:1
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 7:11:31 AM,Running,5:38
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/15/2017 2:07:29 PM,11/15/2017 3:12:10 PM,1:4
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,11/14/2017 8:52:24 AM,11/14/2017 1:24:04 PM,4:31
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/21/2017 7:03:52 AM,11/21/2017 8:06:27 AM,1:2
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 11:00:04 AM,Running,1:49
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 4:27:31 PM,11/16/2017 5:41:54 PM,1:14
atrexler0,ADCF\FACAD3PDECX07P,SAS,11/15/2017 6:24:00 AM,11/15/2017 11:50:01 AM,5:26
kkiernan2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 7:00:55 AM,11/17/2017 2:39:08 PM,7:38
michael.j.ready4.ctr,ADCF\FACAD3PDECX06P,UNIV_SAS,11/17/2017 1:59:18 PM,11/18/2017 8:09:12 AM,18:9
pwolf4,ADCF\FACAD3PDECX07P,SAS,11/16/2017 1:46:29 PM,11/16/2017 2:52:58 PM,1:6
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/17/2017 8:33:30 AM,11/17/2017 9:52:27 AM,1:18
kmartin22,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 12:17:59 PM,11/21/2017 8:08:50 AM,19:50
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/20/2017 10:54:40 AM,11/20/2017 12:00:30 PM,1:5
Gregory.Erickson.ctr,ADCF\FACAD3PDECX08P,SPSS,11/17/2017 7:10:34 AM,11/17/2017 7:11:55 AM,0:1
jfisher11,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 7:55:57 AM,11/17/2017 4:39:15 PM,8:43
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/21/2017 10:25:51 AM,11/21/2017 10:30:20 AM,0:4
bstoudemire0,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 12:24:17 PM,11/14/2017 2:45:58 PM,2:21
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 9:02:34 AM,11/21/2017 10:00:48 AM,0:58
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 1:52:17 PM,11/14/2017 7:49:03 PM,5:56
supgde,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 2:39:59 PM,11/16/2017 3:17:02 PM,0:37
vbaker2,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 12:03:49 PM,11/14/2017 2:46:31 PM,2:42
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 8:37:09 AM,11/16/2017 1:30:16 PM,4:53
fhuante2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 9:03:55 AM,11/17/2017 10:06:48 AM,1:2
myi12,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 11:51:45 AM,11/20/2017 4:38:46 PM,4:47
